S&P 500 High Tracker Snapshot
Data Date: 2026-08-26
Generated: 2026-08-27 00:11:58 UTC
Total stocks: 504
================================================================================

| Ticker   | Name                            |   Price |   Market Cap (B) |   % 1D |   % 1W |    % 1Y |   52W High |   % From 52W High |   All-Time High |   % From ATH | At 52W High   | At ATH   |          Vol |   Vol % 1D |   Vol % 1W |   Vol % 1Y |
| DG       | Dollar General Corporation      |  122.78 |            27.08 |   0.16 |   0.38 |   13.37 |     156.68 |            -21.64 |          243.15 |       -49.50 | False         | False    |   3228337.00 |     110.62 |      45.30 |      18.79 |
| ROP      | Roper Technologies, Inc.        |  413.28 |            40.87 |  -0.02 |   1.46 |  -20.50 |     527.54 |            -21.66 |          588.28 |       -29.75 | False         | False    |    663815.00 |      -3.89 |       5.91 |     -11.81 |
| ARES     | Ares Management Corporation     |  141.98 |            46.83 |  -0.55 |  -0.78 |  -17.72 |     181.32 |            -21.70 |          190.56 |       -25.49 | False         | False    |   1686354.00 |     -41.10 |     -26.94 |     -14.46 |
| PWR      | Quanta Services, Inc.           |  616.73 |            92.72 |   2.14 |  -8.96 |   60.78 |     788.63 |            -21.80 |          788.63 |       -21.80 | False         | False    |   1162190.00 |     -10.72 |       2.74 |      13.77 |
| FIX      | Comfort Systems USA, Inc.       | 1615.69 |            56.86 |   3.44 |  -4.74 |  128.87 |    2072.10 |            -22.03 |         2072.10 |       -22.03 | False         | False    |    345554.00 |     -19.00 |     -20.45 |     -19.66 |
| DDOG     | Datadog, Inc.                   |  227.67 |            81.75 |   2.10 |  -2.51 |   80.25 |     292.72 |            -22.22 |          292.72 |       -22.22 | False         | False    |   4038696.00 |      30.64 |      -9.15 |     -19.62 |
| FDS      | FactSet Research Systems Inc.   |  295.45 |            10.51 |  -0.21 |  -0.89 |  -20.92 |     380.04 |            -22.26 |          488.16 |       -39.48 | False         | False    |    831702.00 |     -59.62 |      20.59 |      64.27 |
| EXE      | Expand Energy Corporation       |   96.57 |            23.10 |   2.02 |   0.56 |    2.56 |     124.43 |            -22.39 |          124.43 |       -22.39 | False         | False    |   2508475.00 |      39.61 |      33.46 |     -37.21 |
| CCI      | Crown Castle Inc.               |   75.54 |            32.14 |  -0.98 |   1.19 |  -21.91 |      97.50 |            -22.52 |          167.43 |       -54.88 | False         | False    |   1952143.00 |      -3.21 |      12.22 |     -59.87 |
| MKC      | McCormick & Company, Incorporat |   55.10 |            14.81 |   1.14 |  -2.44 |  -19.12 |      71.13 |            -22.53 |           96.61 |       -42.96 | False         | False    |   2976016.00 |      41.48 |      14.37 |       4.14 |
| OTIS     | Otis Worldwide Corporation      |   72.36 |            27.55 |   1.26 |   0.57 |  -15.65 |      93.43 |            -22.55 |          103.63 |       -30.17 | False         | False    |   2027217.00 |     -19.67 |     -38.06 |     -53.91 |
| ADSK     | Autodesk, Inc.                  |  254.77 |            53.79 |   1.42 |   1.38 |   -9.80 |     329.09 |            -22.58 |          344.39 |       -26.02 | False         | False    |   1699685.00 |      -5.06 |       9.07 |     -11.58 |
| WMT      | Walmart Inc.                    |  104.34 |           830.35 |  -0.99 |  -8.50 |    9.55 |     134.84 |            -22.62 |          134.84 |       -22.62 | False         | False    |  28200356.00 |       4.32 |     -17.75 |      26.63 |
| KR       | Kroger Company (The)            |   58.51 |            35.85 |   0.10 |   3.98 |  -13.27 |      75.66 |            -22.67 |           75.66 |       -22.67 | False         | False    |   5526822.00 |      11.61 |     -12.22 |     -28.70 |
| AOS      | A.O. Smith Corporation          |   62.48 |             8.49 |   0.53 |  -2.07 |  -11.75 |      80.92 |            -22.79 |           88.36 |       -29.29 | False         | False    |   1013374.00 |     -23.41 |     -37.82 |     -10.55 |
| HCA      | HCA Healthcare, Inc.            |  427.16 |            94.76 |  -0.37 |   4.94 |    6.99 |     554.58 |            -22.98 |          554.58 |       -22.98 | False         | False    |   1318126.00 |      66.81 |      -8.25 |      11.65 |
| UBER     | Uber Technologies, Inc.         |   78.49 |           160.32 |  -2.31 |   0.58 |  -18.69 |     101.99 |            -23.04 |          101.99 |       -23.04 | False         | False    |  14447602.00 |       1.91 |     -24.20 |     -15.82 |
| CARR     | Carrier Global Corporation      |   58.74 |            48.79 |   0.38 |  -4.02 |  -10.28 |      76.48 |            -23.20 |           81.07 |       -27.54 | False         | False    |   8380052.00 |      26.69 |     105.13 |      41.81 |
| CRM      | Salesforce, Inc.                |  205.62 |           168.40 |  -0.03 |  -0.23 |  -14.93 |     267.75 |            -23.20 |          364.33 |       -43.56 | False         | False    |  14051371.00 |      39.37 |     -21.25 |      58.55 |
| CAT      | Caterpillar, Inc.               |  821.93 |           377.82 |   1.31 |   0.71 |   92.30 |    1071.47 |            -23.29 |         1071.47 |       -23.29 | False         | False    |   1844577.00 |      11.42 |     -55.49 |     -33.94 |
| AXON     | Axon Enterprise, Inc.           |  607.48 |            49.35 |  -0.94 |  -5.92 |  -21.01 |     794.29 |            -23.52 |          885.92 |       -31.43 | False         | False    |    415057.00 |     -24.49 |     -46.77 |       0.26 |
| CCL      | Carnival Corporation Ltd.       |   25.59 |            35.05 |  -2.10 |  -4.12 |  -18.41 |      33.49 |            -23.59 |           65.86 |       -61.14 | False         | False    |  16044765.00 |     -16.17 |      -1.19 |      -7.55 |
| WDAY     | Workday, Inc.                   |  190.75 |            47.11 |  -1.89 |  -3.87 |  -14.42 |     249.85 |            -23.65 |          311.28 |       -38.72 | False         | False    |   3208889.00 |      -8.00 |     -33.64 |     -33.09 |
| MPWR     | Monolithic Power Systems, Inc.  | 1303.88 |            64.08 |  -0.02 |   0.29 |   54.35 |    1711.48 |            -23.82 |         1711.48 |       -23.82 | False         | False    |    252608.00 |     -29.73 |     -64.46 |     -37.47 |
| LYB      | LyondellBasell Industries NV    |   62.62 |            20.23 |   0.11 |  -4.23 |   17.61 |      82.22 |            -23.84 |           90.27 |       -30.63 | False         | False    |   2743732.00 |     -25.04 |     -29.43 |     -14.43 |
| ULTA     | Ulta Beauty, Inc.               |  543.19 |            23.35 |   1.11 |   2.91 |    3.26 |     714.97 |            -24.03 |          714.97 |       -24.03 | False         | False    |    611129.00 |     -14.65 |      -5.40 |     -39.36 |
| CVNA     | Carvana Co.                     |   73.95 |           110.04 |  -2.40 |   4.98 |   -0.66 |      97.38 |            -24.06 |           97.38 |       -24.06 | False         | False    |   5392282.00 |     -42.22 |     -56.34 |     -53.53 |
| SWKS     | Skyworks Solutions, Inc.        |   66.62 |            10.02 |   1.40 |  -2.72 |   -9.11 |      88.05 |            -24.33 |          176.08 |       -62.17 | False         | False    |   3079152.00 |     -37.75 |     -44.33 |       9.41 |
| BRO      | Brown & Brown, Inc.             |   72.78 |            24.35 |  -0.76 |   1.80 |  -23.49 |      96.56 |            -24.62 |          124.11 |       -41.36 | False         | False    |   1720399.00 |      33.34 |      10.92 |     -55.02 |
| MLM      | Martin Marietta Materials, Inc. |  532.18 |            37.80 |   0.08 |  -0.63 |  -13.29 |     709.08 |            -24.95 |          709.08 |       -24.95 | False         | False    |    587366.00 |       1.78 |     -24.60 |     -21.73 |
| DPZ      | Domino's Pizza Inc              |  344.56 |            11.40 |  -1.53 |   2.39 |  -22.17 |     460.13 |            -25.12 |          531.20 |       -35.13 | False         | False    |    884663.00 |      -5.97 |      31.31 |      17.33 |
| MU       | Micron Technology, Inc.         |  938.40 |          1059.82 |   0.58 |   0.14 |  706.79 |    1254.81 |            -25.22 |         1254.81 |       -25.22 | False         | False    |  17071668.00 |     -10.91 |     -36.54 |      35.66 |
| CRH      | CRH PLC                         |   97.05 |            64.57 |   0.88 |   2.44 |  -14.12 |     130.09 |            -25.40 |          130.09 |       -25.40 | False         | False    |   3609397.00 |      21.18 |     -10.06 |     -29.12 |
| LUV      | Southwest Airlines Company      |   40.67 |            19.90 |  -0.37 |  -1.81 |   24.05 |      54.63 |            -25.56 |           60.07 |       -32.30 | False         | False    |   4141952.00 |     -28.65 |      14.02 |     -49.38 |
| TER      | Teradyne, Inc.                  |  363.10 |            56.77 |  -0.91 |  -4.36 |  206.91 |     487.91 |            -25.58 |          487.91 |       -25.58 | False         | False    |   2206214.00 |      31.37 |     -20.22 |     -38.10 |
| MRVL     | Marvell Technology, Inc.        |  245.11 |           220.28 |   1.97 |   3.30 |  230.77 |     329.80 |            -25.68 |          329.80 |       -25.68 | False         | False    |  15919680.00 |     -25.42 |     -63.83 |      29.40 |
| XYL      | Xylem Inc.                      |  113.42 |            26.48 |   0.54 |  -2.40 |  -19.85 |     152.72 |            -25.73 |          152.72 |       -25.73 | False         | False    |   1451153.00 |     -34.97 |      -8.11 |      -4.79 |
| STX      | Seagate Technology Holdings PLC |  846.37 |           192.13 |   3.01 |   1.66 |  416.44 |    1144.18 |            -26.03 |         1144.18 |       -26.03 | False         | False    |   2068146.00 |     -19.22 |     -65.36 |     -36.80 |
| NVR      | NVR, Inc.                       | 6368.12 |            16.97 |  -1.02 |  -0.79 |  -21.07 |    8618.28 |            -26.11 |         9964.77 |       -36.09 | False         | False    |     29591.00 |      -6.95 |     -10.06 |     -16.41 |
| ADBE     | Adobe Inc.                      |  273.47 |           108.70 |  -0.16 |   0.37 |  -22.95 |     370.86 |            -26.26 |          699.54 |       -60.91 | False         | False    |   3526551.00 |      12.40 |     -36.36 |     -13.30 |
| META     | Meta Platforms, Inc.            |  576.14 |          1467.72 |   1.07 |   5.51 |  -23.35 |     788.22 |            -26.91 |          793.65 |       -27.41 | False         | False    |  31187505.00 |     219.25 |      83.76 |     310.26 |
| UHS      | Universal Health Services, Inc. |  178.69 |            10.53 |   1.67 |   3.69 |   -1.10 |     245.55 |            -27.23 |          245.55 |       -27.23 | False         | False    |    621244.00 |      58.56 |     -24.36 |     -36.47 |
| DVA      | DaVita Inc.                     |  180.05 |            11.56 |   1.27 |   1.57 |   29.83 |     247.49 |            -27.25 |          247.49 |       -27.25 | False         | False    |    528786.00 |      -8.59 |      27.73 |     -44.45 |
| WYNN     | Wynn Resorts, Limited           |   97.17 |            10.01 |  -1.59 |  -2.93 |  -17.64 |     133.75 |            -27.35 |          206.73 |       -53.00 | False         | False    |   1137784.00 |     -22.81 |     -41.83 |     -46.75 |
| CTSH     | Cognizant Technology Solutions  |   62.09 |            29.37 |  -1.54 |   1.90 |  -11.42 |      85.48 |            -27.36 |           87.78 |       -29.27 | False         | False    |   7003479.00 |      20.39 |       1.98 |      65.97 |
| IT       | Gartner, Inc.                   |  192.96 |            12.19 |  -1.45 |   0.07 |  -20.64 |     265.85 |            -27.42 |          584.01 |       -66.96 | False         | False    |   1181383.00 |     -40.52 |      -7.68 |     -53.36 |
| LOW      | Lowe's Companies, Inc.          |  210.36 |           118.01 |  -1.98 |  -4.38 |  -16.90 |     289.87 |            -27.43 |          289.87 |       -27.43 | False         | False    |   3775094.00 |      89.71 |     -23.85 |      31.75 |
| JBL      | Jabil Inc.                      |  310.91 |            32.58 |   0.72 |  -3.67 |   49.38 |     428.84 |            -27.50 |          428.84 |       -27.50 | False         | False    |    563701.00 |      -6.02 |     -38.55 |     -73.68 |
| ERIE     | Erie Indemnity Company          |  257.27 |            13.45 |  -0.28 |  -3.78 |  -24.96 |     355.38 |            -27.61 |          528.64 |       -51.33 | False         | False    |    215961.00 |      -0.84 |      15.12 |     -17.54 |
| CPB      | The Campbell's Company          |   23.23 |             6.93 |  -1.02 |  -2.44 |  -22.72 |      32.13 |            -27.70 |           49.41 |       -52.99 | False         | False    |   4638986.00 |       1.00 |     -61.61 |     -81.74 |
| CHRW     | C.H. Robinson Worldwide, Inc.   |  151.73 |            17.73 |   5.62 |   4.99 |   21.46 |     210.33 |            -27.86 |          210.33 |       -27.86 | False         | False    |   1932641.00 |      92.80 |      71.36 |     -17.42 |
| AVGO     | Broadcom Inc.                   |  355.59 |          1691.75 |  -0.32 |  -1.90 |   20.20 |     494.22 |            -28.05 |          494.22 |       -28.05 | False         | False    |  18558282.00 |       3.02 |     -47.11 |     -27.76 |
| IDXX     | IDEXX Laboratories, Inc.        |  553.44 |            43.66 |   0.62 |  -1.56 |  -13.76 |     769.98 |            -28.12 |          769.98 |       -28.12 | False         | False    |    348859.00 |      -9.55 |     -23.09 |     -16.24 |
| KKR      | KKR & Co. Inc.                  |  108.50 |           100.21 |   0.86 |  -1.77 |  -21.98 |     151.01 |            -28.15 |          168.48 |       -35.60 | False         | False    |   2301142.00 |      13.75 |     -51.62 |     -30.59 |
| DOW      | Dow Inc.                        |   30.33 |            21.91 |   0.56 |  -4.47 |   29.01 |      42.31 |            -28.31 |           56.65 |       -46.46 | False         | False    |   9341141.00 |       1.83 |      52.19 |      16.05 |
| BR       | Broadridge Financial Solutions, |  181.60 |            21.00 |  -1.74 |   3.16 |  -27.97 |     253.80 |            -28.45 |          266.43 |       -31.84 | False         | False    |   1185327.00 |       6.96 |     -30.36 |      -8.28 |
| NOC      | Northrop Grumman Corporation    |  549.95 |            78.13 |   1.37 |  -5.64 |   -5.81 |     770.61 |            -28.63 |          770.61 |       -28.63 | False         | False    |    533243.00 |      -3.75 |     -20.61 |     -46.79 |
| LRCX     | Lam Research Corporation        |  312.88 |           391.51 |  -0.57 |   1.86 |  203.59 |     438.50 |            -28.65 |          438.50 |       -28.65 | False         | False    |   4037925.00 |     -19.54 |     -62.82 |     -65.73 |
| NBIS     | Nebius Group N.V.               |  213.93 |            54.32 |  -3.62 |  -4.45 |  203.53 |     299.86 |            -28.66 |          299.86 |       -28.66 | False         | False    |   9167300.00 |     -32.33 |     -81.82 |      21.96 |
| DECK     | Deckers Outdoor Corporation     |   89.47 |            12.18 |   0.82 |  -2.29 |  -21.30 |     125.45 |            -28.68 |          223.98 |       -60.05 | False         | False    |   3168481.00 |      -3.04 |      46.07 |       5.02 |
| Q        | Qnity Electronics, Inc.         |  126.20 |            26.42 |  -0.33 |   0.13 |   32.68 |     177.28 |            -28.81 |          177.28 |       -28.81 | False         | False    |   1438690.00 |      52.26 |     -25.27 |    1964.12 |
| EFX      | Equifax, Inc.                   |  190.56 |            22.39 |  -0.69 |  -0.80 |  -22.22 |     269.54 |            -29.30 |          304.85 |       -37.49 | False         | False    |    775193.00 |     -22.78 |     -50.93 |       3.39 |
| TRMB     | Trimble Inc.                    |   59.68 |            13.92 |   0.42 |   0.73 |  -26.72 |      84.42 |            -29.31 |           96.49 |       -38.15 | False         | False    |   1996652.00 |     -13.31 |     -27.25 |     -46.44 |
| MCHP     | Microchip Technology Incorporat |   74.05 |            40.21 |   0.75 |  -3.35 |   12.38 |     104.75 |            -29.31 |          104.75 |       -29.31 | False         | False    |   6195221.00 |       3.22 |     -29.86 |     -29.12 |
| HOOD     | Robinhood Markets, Inc.         |  108.54 |            97.59 |  -3.17 |  13.33 |   -0.24 |     153.86 |            -29.46 |          153.86 |       -29.46 | False         | False    |  13230040.00 |     -46.36 |     -47.59 |     -51.65 |
| TMUS     | T-Mobile US, Inc.               |  179.61 |           192.66 |  -1.10 |  -1.51 |  -27.15 |     254.77 |            -29.50 |          270.38 |       -33.57 | False         | False    |   3224657.00 |      -1.35 |     -37.35 |     -50.50 |
| LHX      | L3Harris Technologies, Inc.     |  262.96 |            48.97 |   0.30 |  -5.11 |   -3.76 |     376.39 |            -30.14 |          376.39 |       -30.14 | False         | False    |   1394154.00 |     -20.27 |      29.47 |      -9.65 |
| GNRC     | Generac Holdlings Inc.          |  206.62 |            12.19 |   2.40 |  -1.99 |    9.14 |     296.44 |            -30.30 |          524.31 |       -60.59 | False         | False    |    521935.00 |     -12.47 |     -42.75 |     -39.00 |
| PTC      | PTC Inc.                        |  151.61 |            16.45 |   0.31 |  -0.54 |  -28.68 |     217.64 |            -30.34 |          219.69 |       -30.99 | False         | False    |   1411156.00 |      -7.39 |      55.89 |      91.42 |
| IBM      | International Business Machines |  229.87 |           216.57 |  -1.84 |  -3.07 |   -2.80 |     330.09 |            -30.36 |          330.09 |       -30.36 | False         | False    |   4610520.00 |      52.52 |     -13.70 |     -14.41 |
| TSLA     | Tesla, Inc.                     |  345.82 |          1365.83 |  -1.26 |  -1.51 |   -1.66 |     498.83 |            -30.67 |          498.83 |       -30.67 | False         | False    |  28245570.00 |      -5.27 |     -23.11 |     -63.15 |
| VRSK     | Verisk Analytics, Inc.          |  187.87 |            24.62 |  -0.33 |   0.76 |  -29.34 |     271.36 |            -30.77 |          319.55 |       -41.21 | False         | False    |    721875.00 |     -69.71 |     -29.61 |     -34.44 |
| AZO      | AutoZone, Inc.                  | 2999.00 |            48.96 |  -0.94 |  -2.53 |  -28.26 |    4388.11 |            -31.66 |         4388.11 |       -31.66 | False         | False    |    292765.00 |       9.94 |      17.34 |     149.16 |
| CEG      | Constellation Energy Corporatio |  279.52 |            99.04 |   0.40 |   1.95 |  -11.21 |     410.41 |            -31.89 |          410.41 |       -31.89 | False         | False    |   1932346.00 |     -23.12 |     -20.54 |      15.43 |
| TPL      | Texas Pacific Land Corporation  |  369.40 |            25.48 |  -0.91 |  -1.01 |   22.40 |     545.74 |            -32.31 |          583.96 |       -36.74 | False         | False    |    288885.00 |      18.93 |     -19.08 |     -59.68 |
| LDOS     | Leidos Holdings, Inc.           |  137.43 |            17.29 |   2.15 |  -6.07 |  -23.84 |     204.08 |            -32.66 |          204.08 |       -32.66 | False         | False    |    944467.00 |     -24.38 |     -19.37 |      37.64 |
| MOS      | Mosaic Company (The)            |   24.16 |             7.68 |  -0.45 |   8.68 |  -24.90 |      35.98 |            -32.85 |          117.56 |       -79.45 | False         | False    |   7947587.00 |      34.73 |      -9.09 |      53.82 |
| LII      | Lennox International, Inc.      |  393.72 |            13.61 |   1.20 |  -6.11 |  -29.91 |     587.27 |            -32.96 |          682.27 |       -42.29 | False         | False    |    467877.00 |     -17.82 |      24.83 |      19.60 |
| LVS      | Las Vegas Sands Corp.           |   46.23 |            29.94 |  -2.20 |  -0.75 |  -15.94 |      69.24 |            -33.23 |           93.10 |       -50.34 | False         | False    |   3813462.00 |      26.34 |     -21.20 |     -30.46 |
| SNPS     | Synopsys, Inc.                  |  410.00 |            78.51 |   0.30 |   2.18 |  -31.21 |     615.79 |            -33.42 |          651.73 |       -37.09 | False         | False    |   2551875.00 |     -13.96 |      87.67 |     108.42 |
| NXPI     | NXP Semiconductors N.V.         |  223.15 |            56.27 |  -0.71 |  -1.27 |   -4.50 |     338.80 |            -34.14 |          338.80 |       -34.14 | False         | False    |   1810357.00 |     -10.61 |     -45.75 |     -23.18 |
| AKAM     | Akamai Technologies, Inc.       |  108.06 |            15.53 |   2.19 |  -4.24 |   40.45 |     165.45 |            -34.69 |          345.50 |       -68.72 | False         | False    |   3370074.00 |      13.16 |     -13.01 |      42.47 |
| CPRT     | Copart, Inc.                    |   32.67 |            31.47 |  -1.98 |  -3.49 |  -32.85 |      50.11 |            -34.80 |           64.38 |       -49.25 | False         | False    |   5399533.00 |     -45.90 |     -60.67 |       5.05 |
| AMAT     | Applied Materials, Inc.         |  479.76 |           380.74 |  -0.06 |  -3.20 |  193.24 |     738.88 |            -35.07 |          738.88 |       -35.07 | False         | False    |   5083566.00 |      -1.96 |     -22.64 |     -24.91 |
| HII      | Huntington Ingalls Industries,  |  296.40 |            11.68 |   1.80 |  -4.93 |   10.92 |     458.02 |            -35.29 |          458.02 |       -35.29 | False         | False    |    356199.00 |      -2.28 |     -12.55 |     -17.68 |
| NOW      | ServiceNow, Inc.                |  125.80 |           130.06 |  -0.94 |  -1.10 |  -27.25 |     194.73 |            -35.40 |          239.62 |       -47.50 | False         | False    |  13167281.00 |       6.90 |     -41.49 |      -1.87 |
| NFLX     | Netflix, Inc.                   |   81.46 |           339.19 |  -0.94 |   1.55 |  -33.56 |     126.71 |            -35.71 |          134.12 |       -39.26 | False         | False    |  22615250.00 |     -23.24 |     -28.12 |      13.89 |
| FSLR     | First Solar, Inc.               |  205.93 |            22.13 |  -0.43 |  -7.41 |    4.68 |     320.95 |            -35.84 |          320.95 |       -35.84 | False         | False    |   1461978.00 |      -4.03 |     -11.80 |     -36.36 |
| VST      | Vistra Corp.                    |  140.03 |            47.00 |   0.72 |  -1.87 |  -27.86 |     218.91 |            -36.03 |          218.91 |       -36.03 | False         | False    |   3368476.00 |     -16.54 |     -22.07 |      -1.82 |
| ARE      | Alexandria Real Estate Equities |   52.97 |             9.12 |   0.13 |   4.79 |  -30.48 |      83.17 |            -36.31 |          182.10 |       -70.91 | False         | False    |   2163959.00 |     -22.78 |     -31.31 |      19.27 |
| SNDK     | Sandisk Corporation             | 1499.37 |           219.54 |   1.26 |  -4.43 | 3066.57 |    2354.39 |            -36.32 |         2354.39 |       -36.32 | False         | False    |   8401653.00 |      -6.98 |     -48.39 |     225.92 |
| SMCI     | Super Micro Computer, Inc.      |   37.39 |            24.19 |  -2.78 |   2.21 |  -15.71 |      58.78 |            -36.39 |          122.90 |       -69.58 | False         | False    |  32294665.00 |     -32.87 |      -8.94 |      77.75 |
| ACN      | Accenture plc                   |  181.38 |           110.99 |  -2.97 |  -0.98 |  -27.52 |     285.21 |            -36.41 |          386.45 |       -53.06 | False         | False    |   4370137.00 |       7.33 |     -22.80 |     -10.53 |
| GDDY     | GoDaddy Inc.                    |   95.54 |            12.10 |  -4.26 |  -1.34 |  -34.67 |     150.47 |            -36.51 |          216.00 |       -55.77 | False         | False    |   2620740.00 |     157.95 |      96.56 |      31.12 |
| QCOM     | QUALCOMM Incorporated           |  163.72 |           174.86 |   1.97 |   1.12 |    5.03 |     258.96 |            -36.78 |          258.96 |       -36.78 | False         | False    |  10419287.00 |      -8.77 |      28.64 |      13.59 |
| NCLH     | Norwegian Cruise Line Holdings  |   17.09 |             7.85 |  -0.98 |  -1.44 |  -30.98 |      27.18 |            -37.12 |           64.27 |       -73.41 | False         | False    |   8898714.00 |     -20.32 |     -21.08 |     -27.95 |
| TYL      | Tyler Technologies, Inc.        |  352.65 |            14.44 |   0.74 |   1.66 |  -35.55 |     566.58 |            -37.76 |          661.31 |       -46.67 | False         | False    |    576331.00 |     -13.33 |     -33.64 |      28.82 |
| INTC     | Intel Corporation               |   88.24 |           466.45 |   0.87 |  -4.91 |  262.38 |     142.35 |            -38.01 |          142.35 |       -38.01 | False         | False    |  72044374.00 |     -11.98 |     -34.66 |      -8.29 |
| SPCX     | Space Exploration Technologies  |  139.63 |          1839.51 |   1.22 |  -0.01 |  nan    |     225.64 |            -38.12 |          225.64 |       -38.12 | False         | False    |  59784460.00 |      12.64 |     -21.96 |     nan    |
| LEN      | Lennar Corporation              |   87.15 |            20.99 |  -0.60 |  -0.17 |  -33.29 |     141.39 |            -38.36 |          181.09 |       -51.87 | False         | False    |   1559186.00 |     -23.36 |     -54.57 |     -45.31 |
| NRG      | NRG Energy, Inc.                |  116.14 |            24.41 |   2.23 |  -3.68 |  -19.60 |     188.71 |            -38.46 |          188.71 |       -38.46 | False         | False    |   1631641.00 |     -45.01 |     -28.57 |     -23.16 |
| QNT      | Quantinuum Inc.                 |   53.29 |            14.03 |  -1.11 |  -4.84 |  nan    |      86.79 |            -38.60 |           86.79 |       -38.60 | False         | False    |    665709.00 |     -28.22 |     -66.43 |     nan    |
| ISRG     | Intuitive Surgical, Inc.        |  370.42 |           132.71 |  -0.38 |  -6.86 |  -21.90 |     603.88 |            -38.66 |          616.00 |       -39.87 | False         | False    |   1662686.00 |      -5.96 |     -21.76 |     -43.27 |
| ALB      | Albemarle Corporation           |  134.51 |            15.87 |   1.00 |   0.17 |   67.22 |     220.44 |            -38.98 |          317.85 |       -57.68 | False         | False    |   1536843.00 |     -32.33 |      -0.54 |     -38.43 |
| KLAC     | KLA Corporation                 |  183.83 |           240.18 |   0.27 |  -1.84 |  108.11 |     307.02 |            -40.13 |          307.02 |       -40.13 | False         | False    |   5886856.00 |     -33.84 |     -39.32 |     -27.53 |
| FIS      | Fidelity National Information S |   40.64 |            21.01 |   0.42 |  -0.05 |  -40.06 |      69.33 |            -41.38 |          137.44 |       -70.43 | False         | False    |   7395492.00 |      29.40 |      42.64 |      66.65 |
| WDC      | Western Digital Corporation     |  468.88 |           169.05 |   4.02 |   1.47 |  489.83 |     799.87 |            -41.38 |          799.87 |       -41.38 | False         | False    |   5049250.00 |       6.38 |     -27.68 |     -42.13 |
| POOL     | Pool Corporation                |  188.38 |             6.85 |   1.08 |  -3.88 |  -39.34 |     327.90 |            -42.55 |          542.07 |       -65.25 | False         | False    |    437583.00 |     -19.34 |      -8.61 |     -17.01 |
| CRWV     | CoreWeave, Inc.                 |   88.01 |            48.54 |  -0.03 |  -3.15 |   -3.70 |     153.20 |            -42.55 |          187.00 |       -52.94 | False         | False    |  12130194.00 |     -14.72 |     -54.57 |     -24.39 |
| TSCO     | Tractor Supply Company          |   35.01 |            18.24 |  -1.05 |  -0.53 |  -41.88 |      61.41 |            -42.99 |           62.25 |       -43.76 | False         | False    |   5804747.00 |     -24.04 |     -14.93 |      35.74 |
| FICO     | Fair Isaac Corporation          | 1133.70 |            24.49 |  -0.30 |  -2.40 |  -20.17 |    1998.01 |            -43.26 |         2402.52 |       -52.81 | False         | False    |    135478.00 |     -28.62 |     -62.17 |     -71.09 |
| GLW      | Corning Incorporated            |  152.78 |           131.34 |   3.82 |   0.21 |  129.15 |     271.78 |            -43.79 |          271.78 |       -43.79 | False         | False    |   5983819.00 |     -16.29 |     -43.75 |      10.38 |
| ROL      | Rollins, Inc.                   |   36.70 |            17.66 |   0.94 |   1.21 |  -34.07 |      65.40 |            -43.88 |           65.40 |       -43.88 | False         | False    |   6355920.00 |      37.00 |      54.23 |     147.78 |
| PNR      | Pentair plc.                    |   62.86 |            10.16 |   0.64 |  -4.16 |  -41.72 |     112.57 |            -44.16 |          112.57 |       -44.16 | False         | False    |   3277664.00 |     -23.00 |      34.88 |      79.55 |
| ARM      | Arm Holdings plc                |  251.06 |           268.13 |   3.93 |   0.69 |   79.00 |     452.70 |            -44.54 |          452.70 |       -44.54 | False         | False    |   3830094.00 |       9.89 |     -11.56 |      52.27 |
| ON       | ON Semiconductor Corporation    |   73.22 |            28.51 |   0.98 |  -4.39 |   43.60 |     134.92 |            -45.73 |          134.92 |       -45.73 | False         | False    |   4322356.00 |     -24.92 |     -51.90 |     -23.95 |
| CHTR     | Charter Communications, Inc.    |  153.89 |            20.74 |  -0.81 |   0.93 |  -42.29 |     285.82 |            -46.16 |          825.62 |       -81.36 | False         | False    |   1486535.00 |     -30.83 |     -86.53 |     -39.50 |
| PSKY     | Paramount Skydance Corporation  |   10.74 |            12.02 |   0.66 |   1.32 |  -31.07 |      20.57 |            -47.80 |           90.02 |       -88.07 | False         | False    |   7897422.00 |     -17.77 |     -26.21 |     -44.49 |
| APTV     | Aptiv PLC                       |   46.27 |             9.79 |  -0.77 |  -5.42 |  -42.08 |      88.93 |            -47.97 |          180.81 |       -74.41 | False         | False    |   5088503.00 |      16.67 |     107.21 |      38.48 |
| IREN     | IREN LIMITED                    |   39.58 |            14.15 |  -6.23 |  -7.61 |   72.16 |      76.87 |            -48.51 |           76.87 |       -48.51 | False         | False    |  37445517.00 |      15.19 |     -14.97 |      83.00 |
| LULU     | lululemon athletica inc.        |  116.35 |            13.21 |  -1.67 |  -2.60 |  -42.55 |     225.98 |            -48.51 |          516.39 |       -77.47 | False         | False    |   3666445.00 |       4.67 |      85.65 |      46.55 |
| ZTS      | Zoetis Inc.                     |   77.52 |            32.03 |   0.30 |   1.10 |  -48.96 |     153.54 |            -49.51 |          235.93 |       -67.14 | False         | False    |   4843653.00 |      39.35 |      -7.25 |      34.01 |
| NKE      | Nike, Inc.                      |   38.59 |            57.25 |  -2.25 |  -5.99 |  -49.59 |      77.39 |            -50.13 |          165.15 |       -76.63 | False         | False    |  36589168.00 |     -11.89 |      65.89 |     432.22 |
